web-scraper-order,web-scraper-start-url,link,link-href,name,raised,smallIndividual,largeContributions,pac,selfFinancing,other
"1582361352-705","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=KSS1&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=KSS1&spec=N","Dave Lindstrom (R)","467,275","12,334","340,191","$2,500","140,000","27,750"
"1582361748-1118","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA39&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA39&spec=N","Young Kim (R)","1,298,095","287,514","898,648","$115,700","0","3,767"
"1582360821-97","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MI08&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MI08&spec=N","Paul Junge (R)","273,419","2,818","122,400","$0","148,200","1"
"1582361612-967","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY09&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY09&spec=N","Alexander Hubbard (D)","10,260","3,375","2,890","$0","3,995","0"
"1582361304-649","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=OK05&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=OK05&spec=N","Stephanie Bice (R)","639,400","127,144","473,736","$42,750","0","4,230"
"1582360928-247","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=IA03&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=IA03&spec=N","Bill Schafer (R)","13,690","2,121","8,525","$0","2,719","325"
"1582360978-318","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA11&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA11&spec=N","Nisha Sharma (R)","68,428","3,174","51,454","$2,800","11,000","0"
"1582361651-1013","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NC06&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NC06&spec=N","Derwin Lamar Montgomery (D)","35,886","2,260","9,849","$2,850","20,927","0"
"1582361455-808","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MN05&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MN05&spec=N","Danielle Stella (R)","80,587","58,197","25,501","$0","0","3,111"
"1582360864-164","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX22&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX22&spec=N","Nyanza Moore (D)","149,490","32,732","70,606","$2,969","39,557","3,625"
"1582360784-57","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=AL02&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=AL02&spec=N","Thomas Brown Jr. (R)","5,150","0","2,500","$0","2,650","0"
"1582361601-962","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MI06&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MI06&spec=N","Aida Gray (D)","2,699","0","0","$0","2,699","0"
"1582361031-359","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY23&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY23&spec=N","Tracy Mitrano (D)","304,222","98,470","197,556","$6,000","0","2,195"
"1582361075-419","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TXS1&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TXS1&spec=N","Jack Daniel Foster Jr (D)","6,957","25","0","$0","6,932","0"
"1582361098-461","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=IL15&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=IL15&spec=N","Kerry Allen Wolff (R)","4,748","235","1,000","$0","3,513","0"
"1582361575-926","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=GA04&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=GA04&spec=N","Elaine Nietmann (D)","4,618","2,049","2,069","$0","500","0"
"1582361078-429","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NV04&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NV04&spec=N","Randi Reed (R)","104,278","15,260","89,943","$0","325","1,250"
"1582361672-1033","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX05&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX05&spec=N","Don Hill (R)","37,769","1,426","11,344","$0","25,050","50"
"1582361278-628","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=PA16&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=PA16&spec=N","Daniel Smith Jr (D)","25,817","10,247","15,570","$0","0","0"
"1582361403-760","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA52&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA52&spec=N","Nancy Casady (D)","12,217","950","10,408","$0","859","0"
"1582361458-813","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX21&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX21&spec=N","Jennie Lou Leeder (D)","32,324","8,266","13,084","$0","11,475","501"
"1582360908-219","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA47&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA47&spec=N","Amy Phan West (R)","34,055","12,285","21,270","$0","500","0"
"1582361075-422","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TXS1&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TXS1&spec=N","Virgil Bierschwale (R)","4,009","140","1,954","$0","1,915","0"
"1582361346-701","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=WI01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=WI01&spec=N","Josh Pade (D)","45,712","14,217","31,547","$0","23","75"
"1582361163-532","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL03&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL03&spec=N","Amy Pope Wells (R)","46,265","4,315","21,950","$10,000","10,000","0"
"1582361455-810","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MN05&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MN05&spec=N","Lucia Vogel (R)","539","50","489","$0","0","0"
"1582361257-613","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NC11&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NC11&spec=N","Phillip Price (D)","13,522","4,822","8,750","$0","0","50"
"1582360965-299","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NJ05&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NJ05&spec=N","Frank Pallotta (R)","508,899","11,125","209,274","$500","290,000","2,000"
"1582361663-1025","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=IDS1&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=IDS1&spec=N","Nancy Harris (D)","18,944","8,828","6,321","$139","3,656","0"
"1582360832-112","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CO03&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CO03&spec=N","James Iacino (D)","294,824","10,736","265,019","$0","19,070","0"
"1582361455-807","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MN05&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MN05&spec=N","Chris Kelley (3)","221,786","150,836","71,005","$0","50","105"
"1582361773-1139","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=IL18&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=IL18&spec=N","Mark Haasis (D)","112","9,712","2,250","$250","120","12,220"
"1582361120-496","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=ME02&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=ME02&spec=N","Adrienne Bennett (R)","48,025","14,687","27,587","$875","4,877","0"
"1582360957-286","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA08&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA08&spec=N","Tim Donnelly (R)","132,007","13,131","114,470","$5,000","0","594"
"1582361070-401","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX17&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX17&spec=N","David Jaramillo (D)","14,280","155","14,125","$0","0","0"
"1582361697-1051","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=KS01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=KS01&spec=N","Troy Waymaster (R)","102,078","8,950","81,550","$0","11,578","0"
"1582361652-1016","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA03&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA03&spec=N","Tamika Hamilton (R)","48,447","21,016","25,831","$1,500","100","0"
"1582361205-567","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL04&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL04&spec=N","Donna Deegan (D)","205,596","42,492","163,104","$0","0","0"
"1582361195-561","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY22&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY22&spec=N","Stephen Cornwell (R)","104,196","8,221","55,250","$725","40,000","0"
"1582360965-303","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NJ05&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NJ05&spec=N","James Baldini (R)","1,388","48","1,031","$0","309","0"
"1582361437-794","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=PA08&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=PA08&spec=N","Harry Haas (R)","10,000","1,550","8,550","$0","0","100"
"1582360996-329","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=VA10&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=VA10&spec=N","Rob Jones (R)","199,702","62,276","136,926","$3,300","0","2,800"
"1582360972-312","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX15&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX15&spec=N","Tim Westley (R)","1,021","0","760","$0","261","0"
"1582361338-689","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=IL16&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=IL16&spec=N","Dani Brzozowski (D)","50,552","17,425","30,528","$2,350","250","0"
"1582361341-695","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA10&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA10&spec=N","Marla Livengood (R)","131,978","12,033","114,345","$5,600","0","0"
"1582361344-699","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NHS2&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NHS2&spec=N","Don Bolduc (R)","348,695","133,918","207,016","$8,000","0","239"
"1582361395-753","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MN06&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MN06&spec=N","Ian Todd (D)","11,583","6,298","5,285","$0","0","0"
"1582361617-972","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA12&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA12&spec=N","Shahid Buttar (D)","364,156","227,915","137,887","$129","2,307","4,082"
"1582361643-996","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA16&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA16&spec=N","Kevin Cookingham (R)","86,435","9,110","73,825","$2,500","1,000","0"
"1582361498-864","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=WVS2&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=WVS2&spec=N","Paula Jean Swearengin (D)","137,665","81,293","34,029","$1,500","0","20,842"
"1582361354-710","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=PA05&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=PA05&spec=N","Lou Lanni (D)","8,000","0","0","$0","8,000","0"
"1582361473-841","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY01&spec=N","Perry Gershon (D)","806,080","61,142","745,134","$500","446","1,142"
"1582361544-907","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL11&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL11&spec=N","Dana Cottrell (D)","20,062","11,507","8,555","$0","0","0"
"1582361309-656","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY13&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY13&spec=N","Richard Habersham (D)","48,037","11,400","34,000","$0","1,419","1,217"
"1582360823-104","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MI10&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MI10&spec=N","Brandon Mikula (R)","28,419","10","1,025","$0","27,384","0"
"1582361070-405","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX17&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX17&spec=N","Jeff Oppenheim (R)","4,388","25","1,250","$0","4,388","1,275"
"1582361767-1135","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL23&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL23&spec=N","Carla Spalding (R)","5,261","1,869","750","$2,642","0","0"
"1582360963-294","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NE02&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NE02&spec=N","Kara Eastman (D)","465,110","183,013","275,392","$8,300","0","1,595"
"1582361287-635","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA40&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA40&spec=N","Anthony Felix Jr. (D)","4,295","2,545","1,750","$0","0","0"
"1582360870-182","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NJS2&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NJS2&spec=N","Rikin Mehta (R)","286,576","358","30,218","$1,000","255,000","0"
"1582361628-982","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL08&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL08&spec=N","Dena Grayson (D)","11,852","0","0","$0","11,852","0"
"1582361219-582","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=UT01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=UT01&spec=N","Mark Shepherd (R)","28,731","7,531","21,200","$0","0","0"
"1582361222-584","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY07&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY07&spec=N","Avery Pereira (R)","2,760","760","0","$0","2,000","0"
"1582360845-135","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=GAS1&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=GAS1&spec=N","Harold Shouse (D)","10,638","620","350","$0","9,668","0"
"1582361624-979","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA02&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA02&spec=N","Dale Mensing (R)","521","0","0","$0","521","0"
"1582361587-935","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA36&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA36&spec=N","Erin Cruz (R)","820","452","369","$0","0","0"
"1582361548-912","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX26&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX26&spec=N","Mat Pruneda (D)","30,118","2,933","12,185","$0","15,000","0"
"1582360950-282","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX31&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX31&spec=N","Chris Wall (R)","4,712","1,738","2,974","$0","0","0"
"1582361062-381","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MO05&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MO05&spec=N","MG Salazar (D)","18,237","11,015","6,352","$0","870","0"
"1582361691-1048","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=PA07&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=PA07&spec=N","Matt Connolly (R)","5,000","0","0","$0","5,000","0"
"1582361067-388","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NM03&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NM03&spec=N","Laura Montoya (D)","28,460","9,061","19,399","$0","0","0"
"1582360950-276","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX31&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX31&spec=N","Christine Mann (D)","198,783","82,243","115,040","$1,500","0","0"
"1582361077-423","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA43&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA43&spec=N","Joe Collins (R)","761,318","616,803","144,468","$0","100","53"
"1582361184-548","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=WI06&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=WI06&spec=N","Amy Washburn (D)","5,154","4,904","250","$0","0","0"
"1582361685-1045","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA06&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA06&spec=N","Benjamin Emard (D)","14,352","2,922","8,950","$0","2,480","0"
"1582360856-151","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=IL11&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=IL11&spec=N","Krishna Bansal (R)","209,251","1,787","154,854","$2,600","50,010","0"
"1582361154-527","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=COS2&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=COS2&spec=N","Lorena Garcia (D)","81,777","41,469","40,051","$0","257","0"
"1582360801-72","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA18&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA18&spec=N","Richard Fox (R)","20,222","0","0","$0","20,222","0"
"1582361481-849","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=KY04&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=KY04&spec=N","Shannon Fabert (D)","5,725","1,475","4,250","$0","0","0"
"1582361672-1034","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX05&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX05&spec=N","Carolyn Salter (D)","600","100","0","$0","500","0"
"1582360937-254","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=SC04&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=SC04&spec=N","Kim Nelson (D)","31,439","15,827","14,512","$1,000","100","0"
"1582361067-384","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NM03&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NM03&spec=N","John Blair (D)","235,251","52,552","172,698","$11,500","0","1,500"
"1582361179-546","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=IN02&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=IN02&spec=N","Pat Hackett (D)","223,961","41,964","175,907","$3,600","1,990","500"
"1582361738-1107","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=WV03&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=WV03&spec=N","Lacy Watson (D)","160","160","0","$0","0","0"
"1582361419-776","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY14&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY14&spec=N","Miguel Hernandez (R)","18,416","1,111","403","$0","16,874","28"
"1582360772-43","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX02&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX02&spec=N","Travis Olsen (D)","36,288","7,988","26,300","$0","2,000","0"
"1582361019-355","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA15&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA15&spec=N","Austin Intal (D)","1,120","48","0","$0","1,072","0"
"1582361094-453","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MA04&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MA04&spec=N","Jesse Mermell (D)","355,119","49,791","303,474","$2,000","0","146"
"1582360782-50","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=IL03&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=IL03&spec=N","Mike Fricilone (R)","10,370","3,620","750","$0","6,000","0"
"1582361388-741","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=OKS2&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=OKS2&spec=N","JJ Stitt (R)","13,796","436","6,758","$0","6,647","45"
"1582360799-70","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA37&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA37&spec=N","Errol Webber (R)","6,646","645","4,953","$0","0","1,049"
"1582361304-651","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=OK05&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=OK05&spec=N","David Hill (R)","205,707","3,714","195,493","$6,500","0","0"
"1582361534-899","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=OR05&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=OR05&spec=N","Angela Roman (R)","16,349","6,480","9,680","$0","92","98"
"1582361272-621","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=KY02&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=KY02&spec=N","Hank Linderman (D)","9,017","185","8,800","$32","0","0"
"1582361094-451","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MA04&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MA04&spec=N","Jake Auchincloss (D)","609,068","24,242","591,176","$2,500","0","8,850"
"1582360996-332","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=VA10&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=VA10&spec=N","Elizabeth Stone (R)","500","0","500","$0","0","0"
"1582360876-198","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=IL14&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=IL14&spec=N","Anthony Catella (R)","912","0","0","$0","912","0"
"1582361047-370","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MN01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MN01&spec=N","Daniel Feehan (D)","785,009","87,801","593,619","$68,125","527","34,936"
"1582361322-670","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY15&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY15&spec=N","Samelys Lopez (D)","35,984","22,934","13,050","$0","0","0"
"1582361419-772","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY14&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY14&spec=N","Jineea Butler (R)","60,406","43,806","16,600","$0","0","0"
"1582360823-103","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MI10&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MI10&spec=N","Doug Slocum (R)","150,767","15,212","101,606","$2,000","31,950","0"
"1582361224-586","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA28&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA28&spec=N","Eric Early (R)","326,469","115,341","112,893","$5,010","93,400","175"
"1582361049-373","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=ME01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=ME01&spec=N","Jay Allen (R)","17,460","6,033","6,480","$0","4,946","0"
"1582361014-349","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TN05&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TN05&spec=N","Joshua Rawlings (D)","7,686","0","7,686","$0","0","0"
"1582361488-853","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MI11&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MI11&spec=N","Eric Esshaki (R)","167,716","5,250","111,940","$0","50,526","0"
"1582361630-983","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CT02&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CT02&spec=N","Thomas Gilmer (R)","52,560","996","34,400","$0","17,164","0"
"1582361705-1059","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NC09&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NC09&spec=N","Marcus Williams (D)","1,868","0","0","$0","0","0"
"1582361072-407","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NE01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NE01&spec=N","Barbara Ramsey (D)","4,027","1,537","1,404","$500","586","0"
"1582360832-113","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CO03&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CO03&spec=N","Donald Valdez (D)","26,230","6,110","19,900","$0","20","200"
